character,pinyin,pinyin_plain,pinyin_initial,definition_en,lookup_category,frequency_tier,learning_band,frequency_rank,token,frequency_per_million,coverage_rate_pct,rank_3500,rank_7000,in_3500,in_7000,in_corpus,source
秘,mì,mi,M,see 秘魯|秘鲁[Bi4 lu3],Actions,Top 1200,General 3500,826.0,380904.0,200.65292799065045,85.90176514038974,2250.0,4077.0,True,True,True,"3500, 7000, corpus"
弥,mí,mi,M,full; to fill; completely; more,Actions,Top 2500,General 3500,1784.0,97735.0,51.48492511805132,96.0078816632786,1013.0,1689.0,True,True,True,"3500, 7000, corpus"
蜜,mì,mi,M,honey,Numbers & Measures,Top 2500,General 3500,1966.0,76559.0,40.32981411073711,96.83692449838858,2792.0,5235.0,True,True,True,"3500, 7000, corpus"
眯,mī,mi,M,to blind (as with dust); Taiwan pr. [mi3],Actions,Top 2500,General 3500,2005.0,73287.0,38.60618721160922,96.99009060978085,2148.0,3852.0,True,True,True,"3500, 7000, corpus"
咪,mī,mi,M,sound for calling a cat,General Reference,Top 3500+,General 3500,2654.0,32218.0,16.97182501103369,98.7108998635671,528.0,750.0,True,True,True,"3500, 7000, corpus"
谜,mí,mi,M,"see 謎兒|谜儿[mei4 r5], riddle",Actions,Top 3500+,General 3500,2788.0,26947.0,14.195163218459395,98.91940983309995,2941.0,5561.0,True,True,True,"3500, 7000, corpus"
觅,mì,mi,M,(literary) to seek; to find,Actions,Top 3500+,General 3500,2965.0,21336.0,11.239395941256898,99.14379876811901,2862.0,5410.0,True,True,True,"3500, 7000, corpus"
靡,mí,mi,M,to waste (money),Business & Work,Top 3500+,General 3500,3156.0,16931.0,8.918926353647382,99.33514400549822,3353.0,6499.0,True,True,True,"3500, 7000, corpus"
泌,mì,mi,M,used in 泌陽|泌阳[Bi4 yang2] (the name of a place in Henan),Places & Movement,Top 3500+,General 7000,3658.0,8695.0,4.580359378947728,99.65555644792246,1745.0,2942.0,True,True,True,"3500, 7000, corpus"
糜,mí,mi,M,surname Mi,General Reference,Top 3500+,General 7000,3685.0,8423.0,4.437074991245166,99.66775358410374,2369.0,4314.0,True,True,True,"3500, 7000, corpus"
面,miàn,mian,M,"face; side; surface; aspect; top; classifier for objects with flat surfaces such as drums, mirrors, flags etc",Numbers & Measures,Top 100,Zero Beginner,71.0,4532962.0,2387.877517091852,41.584005323942115,3354.0,6500.0,True,True,True,"3500, 7000, corpus"
免,miǎn,mian,M,to excuse sb; to exempt; to remove or dismiss from office; to avoid; to avert; to escape; to be prohibited,Actions,Top 1200,General 3500,981.0,289084.0,152.28391152429273,88.619692976746,231.0,348.0,True,True,True,"3500, 7000, corpus"
勉,miǎn,mian,M,to exhort; to make an effort,Actions,Top 2500,General 3500,1804.0,95918.0,50.527764336964715,96.1098953536172,359.0,516.0,True,True,True,"3500, 7000, corpus"
绵,mián,mian,M,silk floss; continuous; soft; weak; mild-mannered (dialect),General Reference,Top 2500,General 3500,1863.0,86358.0,45.49173953388936,96.39273457337339,2430.0,4416.0,True,True,True,"3500, 7000, corpus"
眠,mián,mian,M,to sleep; to hibernate,Actions,Top 2500,General 3500,1981.0,74642.0,39.31997524593632,96.89664248121032,2146.0,3845.0,True,True,True,"3500, 7000, corpus"
棉,mián,mian,M,generic term for cotton or kapok; cotton; padded or quilted with cotton,General Reference,Top 2500,General 3500,2404.0,44297.0,23.33481074286918,98.20944354106817,1601.0,2643.0,True,True,True,"3500, 7000, corpus"
缅,miǎn,mian,M,Myanmar (formerly Burma) (abbr. for 緬甸|缅甸[Mian3 dian4]),General Reference,Top 3500+,General 3500,3305.0,13481.0,7.10153246550826,99.4546182154304,2437.0,4432.0,True,True,True,"3500, 7000, corpus"
冕,miǎn,mian,M,crown in the form of a horizontal board with hanging decorations; imperial crown,General Reference,Top 3500+,General 3500,3465.0,10994.0,5.791428523536668,99.55700739514978,259.0,382.0,True,True,True,"3500, 7000, corpus"
娩,miǎn,mian,M,to give birth to a child,People & Pronouns,Top 3500+,General 7000,4625.0,2352.0,1.2389885289574534,99.90985626226488,777.0,1270.0,True,True,True,"3500, 7000, corpus"
妙,miào,miao,M,clever; wonderful,General Reference,Top 1200,General 3500,996.0,280421.0,147.72040913213354,88.8448485359174,753.0,1216.0,True,True,True,"3500, 7000, corpus"
秒,miǎo,miao,M,second (unit of time); arc second (angular measurement unit); (coll.) instantly,Time,Top 2500,General 3500,1836.0,90580.0,47.715808228301924,96.26718715984784,2248.0,4075.0,True,True,True,"3500, 7000, corpus"
描,miáo,miao,M,to depict; to trace (a drawing); to copy; to touch up,Actions,Top 2500,General 3500,1857.0,87436.0,46.05960927632819,96.36537968734996,1324.0,2182.0,True,True,True,"3500, 7000, corpus"
苗,miáo,miao,M,Hmong or Miao ethnic group of southwest China; surname Miao,General Reference,Top 2500,General 3500,2038.0,70433.0,37.1027547024066,97.11477257506907,2642.0,4857.0,True,True,True,"3500, 7000, corpus"
庙,miào,miao,M,temple; ancestral shrine; CL:座[zuo4]; temple fair; great imperial hall; imperial,Actions,Top 2500,General 3500,2136.0,63493.0,33.44689569264268,97.46108388128299,985.0,1638.0,True,True,True,"3500, 7000, corpus"
渺,miǎo,miao,M,(of an expanse of water) vast; distant and indistinct; tiny or insignificant,General Reference,Top 2500,General 3500,2397.0,44689.0,23.541308831028758,98.19305944543713,1838.0,3121.0,True,True,True,"3500, 7000, corpus"
瞄,miáo,miao,M,to take aim; (fig.) to aim one's looks at; to glance at,Actions,Top 2500,General 3500,2474.0,40747.0,21.46473877101588,98.36694479535971,2160.0,3880.0,True,True,True,"3500, 7000, corpus"
藐,miǎo,miao,M,to despise; small,Actions,Top 3500+,General 7000,4059.0,5308.0,2.7961526835485384,99.8010929817381,2744.0,5131.0,True,True,True,"3500, 7000, corpus"
灭,miè,mie,M,to extinguish or put out; to go out (of a fire etc); to exterminate or wipe out; to drown,Places & Movement,Top 1200,General 3500,995.0,280837.0,147.9395499603845,88.83007649500418,1892.0,3268.0,True,True,True,"3500, 7000, corpus"
蔑,miè,mie,M,to belittle; nothing,Question & Function,Top 3500+,General 3500,2728.0,29247.0,15.406759143885477,98.83065579589109,2726.0,5083.0,True,True,True,"3500, 7000, corpus"
民,mín,min,M,surname Min,General Reference,Top 600,HSK3 Expansion,397.0,902697.0,475.52348134536834,72.83007758017276,1694.0,2842.0,True,True,True,"3500, 7000, corpus"
敏,mǐn,min,M,(bound form) quick; nimble; agile; (bound form) quick-witted; smart,General Reference,Top 2500,General 3500,1258.0,196615.0,103.57301429462998,92.09504147203286,1389.0,2292.0,True,True,True,"3500, 7000, corpus"
悯,mǐn,min,M,to sympathize; to pity; to feel compassion for; (literary) to feel sorrow; to be grieved,Actions,Top 3500+,General 3500,3024.0,19771.0,10.414983931130022,99.2077962657836,1109.0,1863.0,True,True,True,"3500, 7000, corpus"
闽,mǐn,min,M,short name for Fujian 福建[Fu2 jian4]; also pr. [Min2],Question & Function,Top 3500+,General 7000,3819.0,7169.0,3.776491821469381,99.72296047922661,3277.0,6355.0,True,True,True,"3500, 7000, corpus"
皿,mǐn,min,M,(bound form) dish; vessel; shallow container; radical no. 108,General Reference,Top 3500+,General 7000,4326.0,3662.0,1.929071425613178,99.86344049646459,2119.0,3804.0,True,True,True,"3500, 7000, corpus"
明,míng,ming,M,"Ming Dynasty (1368–1644); surname Ming; Ming (c. 2000 BC), fourth of the legendary Flame Emperors, 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God",Time,Top 300,HSK1 Core,120.0,2864492.0,1508.9594937459158,50.657943681713164,1439.0,2370.0,True,True,True,"3500, 7000, corpus"
名,míng,ming,M,name; noun (part of speech); place (e.g. among winners); famous; classifier for people,People & Pronouns,Top 300,HSK2 Expansion,194.0,1804559.0,950.6071006917233,59.566933368429524,473.0,664.0,True,True,True,"3500, 7000, corpus"
命,mìng,ming,M,"life; fate; order or command; to assign a name, title etc",Actions,Top 300,HSK2 Expansion,250.0,1368062.0,720.6688456218501,64.23135322000525,517.0,726.0,True,True,True,"3500, 7000, corpus"
鸣,míng,ming,M,"to cry (of birds, animals and insects); to make a sound; to voice (one's gratitude, grievance etc)",Actions,Top 2500,General 3500,1500.0,142206.0,74.91139572658318,94.23813599738625,3465.0,6853.0,True,True,True,"3500, 7000, corpus"
铭,míng,ming,M,to engrave; inscribed motto,Actions,Top 2500,General 3500,2072.0,68150.0,35.90011405121193,97.23877952339261,3226.0,6206.0,True,True,True,"3500, 7000, corpus"
螟,míng,ming,M,"boring insect; snout moth's larva (Aphomia gullaris or Plodia interpuncuella or Heliothus armigera etc), major agricultural pest",General Reference,Top 3500+,General 7000,5341.0,810.0,0.4266924780848373,99.96396144794524,2806.0,5276.0,True,True,True,"3500, 7000, corpus"
谬,miù,miu,M,"(bound form) false; erroneous; absurd; mu (Greek letter Μ, μ)",Numbers & Measures,Top 3500+,General 3500,3212.0,15676.0,8.257816403034456,99.38318757676338,2947.0,5576.0,True,True,True,"3500, 7000, corpus"
魔,mó,mo,M,(bound form) evil spirit; devil; (prefix) supernatural; magical,General Reference,Top 600,HSK3 Expansion,305.0,1160330.0,611.2396087607151,67.89030111456393,3451.0,6758.0,True,True,True,"3500, 7000, corpus"
莫,mò,mo,M,surname Mo,General Reference,Top 1200,General 3500,678.0,485268.0,255.62988327811462,82.56429799979314,2681.0,4961.0,True,True,True,"3500, 7000, corpus"
默,mò,mo,M,silent; to write from memory,Actions,Top 1200,General 3500,716.0,454458.0,239.39976568577652,83.50137352308693,3491.0,6945.0,True,True,True,"3500, 7000, corpus"
模,mó,mo,M,to imitate; model; norm; pattern,Actions,Top 1200,General 3500,830.0,378985.0,199.64203556417536,85.98172789024174,1639.0,2733.0,True,True,True,"3500, 7000, corpus"
摸,mō,mo,M,to feel with the hand; to touch; to stroke; to grope; to steal; to abstract,Actions,Top 1200,General 3500,884.0,342354.0,180.34552671883506,87.00919031330521,1356.0,2237.0,True,True,True,"3500, 7000, corpus"
摩,mó,mo,M,used in 摩挲[ma1 sa5],General Reference,Top 2500,General 3500,1379.0,168189.0,88.5987422180379,93.25162182913621,1355.0,2235.0,True,True,True,"3500, 7000, corpus"
磨,mó,mo,M,to rub; to grind; to polish; to sharpen; to wear down; to die out; to waste time; to pester; to insist,Time,Top 2500,General 3500,1384.0,167370.0,88.16730871241879,93.29576927665181,2216.0,4006.0,True,True,True,"3500, 7000, corpus"
末,mò,mo,M,tip; end; final stage; latter part; inessential detail; powder; dust; opera role of old man,General Reference,Top 2500,General 3500,1530.0,137858.0,72.62095264669074,94.45892264700672,1497.0,2466.0,True,True,True,"3500, 7000, corpus"
漠,mò,mo,M,desert; unconcerned,General Reference,Top 2500,General 3500,1626.0,119153.0,62.767517087953856,95.10601290509808,1871.0,3200.0,True,True,True,"3500, 7000, corpus"
抹,mǒ,mo,M,to wipe,Actions,Top 2500,General 3500,1670.0,113249.0,59.65740302546881,95.37558414858734,1221.0,2041.0,True,True,True,"3500, 7000, corpus"
墨,mò,mo,M,"surname Mo; abbr. for 墨西哥[Mo4 xi1 ge1], Mexico",General Reference,Top 2500,General 3500,1707.0,107669.0,56.71796595421771,95.59046511092072,692.0,1134.0,True,True,True,"3500, 7000, corpus"
陌,mò,mo,M,raised path; street,General Reference,Top 2500,General 3500,1790.0,97194.0,51.199936685157624,96.03871251265592,3298.0,6409.0,True,True,True,"3500, 7000, corpus"
寞,mò,mo,M,lonesome,Numbers & Measures,Top 2500,General 3500,2079.0,67695.0,35.66042877031242,97.26380640686246,852.0,1403.0,True,True,True,"3500, 7000, corpus"
沫,mò,mo,M,foam; suds,General Reference,Top 3500+,General 3500,2547.0,36929.0,19.453489534808586,98.51615926030212,1732.0,2925.0,True,True,True,"3500, 7000, corpus"
膜,mó,mo,M,membrane; film,General Reference,Top 3500+,General 3500,2792.0,26833.0,14.135110203025233,98.92507525564724,2584.0,4731.0,True,True,True,"3500, 7000, corpus"
茉,mò,mo,M,used in 茉莉[mo4 li4],General Reference,Top 3500+,General 3500,3191.0,16199.0,8.533322780859603,99.3656126403719,2656.0,4884.0,True,True,True,"3500, 7000, corpus"
蘑,mó,mo,M,mushroom,General Reference,Top 3500+,General 7000,3741.0,7944.0,4.184746970254256,99.69189647665078,2748.0,5141.0,True,True,True,"3500, 7000, corpus"
摹,mó,mo,M,(bound form) to imitate; to copy,Actions,Top 3500+,General 7000,4153.0,4677.0,2.4637539753120787,99.82569159238739,1357.0,2238.0,True,True,True,"3500, 7000, corpus"
馍,mó,mo,M,small loaf of steamed bread,Actions,Top 3500+,General 7000,4227.0,4217.0,2.221434790226863,99.8430246310184,3414.0,6644.0,True,True,True,"3500, 7000, corpus"
某,mǒu,mou,M,some; a certain; sb or sth indefinite; such-and-such,General Reference,Top 1200,General 3500,883.0,342978.0,180.6742379612115,86.99115576063333,1545.0,2541.0,True,True,True,"3500, 7000, corpus"
谋,móu,mou,M,to plan; to seek; scheme,Actions,Top 2500,General 3500,1231.0,204688.0,107.82571599287552,91.80909166411138,2934.0,5545.0,True,True,True,"3500, 7000, corpus"
目,mù,mu,M,eye; (literary) to look; to regard; eye (of a net); mesh; mesh size; grit size (abbr. for 目數|目数[mu4 shu4]); item; section; list; catalogue; (taxonomy) order; name; title,Actions,Top 300,HSK2 Expansion,251.0,1365310.0,719.2191447580361,64.30327513448105,2134.0,3825.0,True,True,True,"3500, 7000, corpus"
母,mǔ,mu,M,mother; elderly female relative; origin; source; (of animals) female,People & Pronouns,Top 600,HSK3 Expansion,498.0,701521.0,369.5478196525347,77.07841389829902,1683.0,2817.0,True,True,True,"3500, 7000, corpus"
木,mù,mu,M,surname Mu,General Reference,Top 1200,General 3500,608.0,547209.0,288.25921511151324,80.67801424232064,1495.0,2464.0,True,True,True,"3500, 7000, corpus"
慕,mù,mu,M,to admire,Actions,Top 2500,General 3500,1295.0,186450.0,98.21828708508384,92.46718832297967,1144.0,1921.0,True,True,True,"3500, 7000, corpus"
幕,mù,mu,M,curtain or screen; canopy or tent; headquarters of a general; act (of a play),General Reference,Top 2500,General 3500,1298.0,186169.0,98.070261669847,92.49662309778239,964.0,1608.0,True,True,True,"3500, 7000, corpus"
姆,mǔ,mu,M,used in 姆媽|姆妈[m1 ma1],General Reference,Top 2500,General 3500,1510.0,140194.0,73.85151268225391,94.31227081280271,758.0,1231.0,True,True,True,"3500, 7000, corpus"
穆,mù,mu,M,surname Mu,General Reference,Top 2500,General 3500,1982.0,74572.0,39.283100587336406,96.90057079126906,2273.0,4112.0,True,True,True,"3500, 7000, corpus"
牧,mù,mu,M,surname Mu,General Reference,Top 2500,General 3500,2009.0,72623.0,38.25640473574708,97.00544711403286,1968.0,3416.0,True,True,True,"3500, 7000, corpus"
墓,mù,mu,M,grave; tomb; mausoleum,General Reference,Top 2500,General 3500,2022.0,71994.0,37.925059589184904,97.05491499532549,689.0,1129.0,True,True,True,"3500, 7000, corpus"
沐,mù,mu,M,to bathe; to cleanse; to receive; to be given,Actions,Top 2500,General 3500,2433.0,43038.0,22.671593668907686,98.27624498777273,1723.0,2908.0,True,True,True,"3500, 7000, corpus"
暮,mù,mu,M,evening; sunset,Time,Top 3500+,General 3500,2647.0,32619.0,17.18306412672754,98.69894204392017,1476.0,2429.0,True,True,True,"3500, 7000, corpus"
拇,mǔ,mu,M,thumb; big toe,General Reference,Top 3500+,General 3500,3028.0,19655.0,10.353877354021575,99.21195067017763,1228.0,2051.0,True,True,True,"3500, 7000, corpus"
牡,mǔ,mu,M,"(of a bird, animal or plant) male; key; hills",General Reference,Top 3500+,General 3500,3240.0,15032.0,7.918569543915153,99.40589820489228,1966.0,3413.0,True,True,True,"3500, 7000, corpus"
亩,mǔ,mu,M,classifier for fields; unit of area equal to one fifteenth of a hectare,Actions,Top 3500+,General 3500,3282.0,13986.0,7.367556788264857,99.43796493479158,81.0,93.0,True,True,True,"3500, 7000, corpus"
募,mù,mu,M,to canvass for contributions; to collect; to raise; to recruit; to enlist,Actions,Top 3500+,General 3500,3327.0,13095.0,6.898195062371536,99.4699402155376,363.0,524.0,True,True,True,"3500, 7000, corpus"
睦,mù,mu,M,amicable; harmonious,General Reference,Top 3500+,General 7000,3686.0,8412.0,4.431280402036606,99.66819671214394,2157.0,3871.0,True,True,True,"3500, 7000, corpus"
那,nà,na,N,surname Na,General Reference,Top 100,Zero Beginner,23.0,9929703.0,5230.777258909189,24.888975512729743,3159.0,5976.0,True,True,True,"3500, 7000, corpus"
哪,nǎ,na,N,how; which,General Reference,Top 600,HSK3 Expansion,356.0,998544.0,526.013844242896,70.78635404373246,547.0,790.0,True,True,True,"3500, 7000, corpus"
拿,ná,na,N,to hold; to seize; to catch; to apprehend; to take; (used in the same way as 把[ba3]: to mark the following noun as a direct object),Actions,Top 600,HSK3 Expansion,370.0,958908.0,505.1343589819446,71.50642910199467,1259.0,2090.0,True,True,True,"3500, 7000, corpus"
娜,nà,na,N,(phonetic na); used esp. in female names such as Anna 安娜[An1 na4] or Diana 黛安娜[Dai4 an1 na4],Numbers & Measures,Top 1200,General 3500,988.0,286464.0,150.90374573098126,88.7258091308881,776.0,1265.0,True,True,True,"3500, 7000, corpus"
纳,nà,na,N,surname Na,General Reference,Top 1200,General 3500,1099.0,242616.0,127.80545958398875,90.25747625011219,2393.0,4355.0,True,True,True,"3500, 7000, corpus"
呐,nà,na,N,battle cry,General Reference,Top 2500,General 3500,2343.0,48065.0,25.319720937219387,98.06144088276352,506.0,703.0,True,True,True,"3500, 7000, corpus"
捺,nà,na,N,to press down firmly; to suppress; right-falling stroke in Chinese characters (e.g. the last stroke of 大[da4]),Actions,Top 3500+,General 7000,3541.0,9881.0,5.205121451797873,99.59848574951972,1299.0,2143.0,True,True,True,"3500, 7000, corpus"
钠,nà,na,N,sodium (chemistry),General Reference,Top 3500+,General 7000,4707.0,2078.0,1.0946505795806072,99.91940595599296,3205.0,6137.0,True,True,True,"3500, 7000, corpus"
奶,nǎi,nai,N,breast; milk; to breastfeed,Actions,Top 1200,General 3500,1038.0,265359.0,139.78603616310411,89.44920433073258,741.0,1199.0,True,True,True,"3500, 7000, corpus"
奈,nài,nai,N,"used in expressions that convey frustration and futility, such as 無奈|无奈[wu2 nai4] and 莫可奈何|莫可奈何[mo4 ke3 nai4 he2] (literary); used for its phonetic value in writing foreign words",Numbers & Measures,Top 1200,General 3500,1129.0,235258.0,123.92940618429957,90.6340386833921,727.0,1181.0,True,True,True,"3500, 7000, corpus"
耐,nài,nai,N,(bound form) to bear; to endure; to withstand,Actions,Top 2500,General 3500,1387.0,165628.0,87.2496564941178,93.32201723810215,2490.0,4555.0,True,True,True,"3500, 7000, corpus"
乃,nǎi,nai,N,to be; thus; so; therefore; then; only; thereupon,Question & Function,Top 2500,General 3500,1435.0,155797.0,82.07087408417704,93.72836770541419,37.0,41.0,True,True,True,"3500, 7000, corpus"
难,nán,nan,N,difficult (to...); problem; difficulty; difficult; not good,Places & Movement,Top 300,HSK2 Expansion,204.0,1727440.0,909.9822893121868,60.49596868848412,3321.0,6447.0,True,True,True,"3500, 7000, corpus"
