character,pinyin,pinyin_plain,pinyin_initial,definition_en,example_words,lookup_category,frequency_tier,learning_band,frequency_rank,token,frequency_per_million,coverage_rate_pct,rank_3500,rank_7000,in_3500,in_7000,in_corpus,source
啶,dìng,ding,D,idine (chemistry),吖啶 (ā dìng); 嘧啶 (mì dìng); 尿嘧啶 (niào mì dìng),General Reference,Top 3500+,Corpus/General Extension,7212.0,95.0,0.05004417952846857,99.994327202521,,846.0,False,True,True,"7000, corpus"
鞲,gōu,gou,G,,,General Reference,Top 3500+,Corpus/General Extension,7213.0,95.0,0.05004417952846857,99.99433220693896,,6527.0,False,True,True,"7000, corpus"
梿,lián,lian,L,"see 槤枷|梿枷[lian2 jia1], flail; to thresh (using a flail)",榴梿果 (liú lián guǒ),Actions,Top 3500+,Corpus/General Extension,7214.0,95.0,0.05004417952846857,99.99433721135692,,,False,False,True,corpus
傉,nù,nu,N,,,General Reference,Top 3500+,Corpus/General Extension,7215.0,95.0,0.05004417952846857,99.99434221577488,,,False,False,True,corpus
憑,píng,ping,P,,,General Reference,Top 3500+,Corpus/General Extension,7216.0,95.0,0.05004417952846857,99.99434722019284,,,False,False,True,corpus
棄,qì,qi,Q,,,General Reference,Top 3500+,Corpus/General Extension,7217.0,95.0,0.05004417952846857,99.9943522246108,,,False,False,True,corpus
枘,ruì,rui,R,tenon; tool handle; wedge,方枘圆凿 (fāng ruì yuán záo),General Reference,Top 3500+,Corpus/General Extension,7218.0,95.0,0.05004417952846857,99.99435722902875,,2516.0,False,True,True,"7000, corpus"
庹,tuǒ,tuo,T,length of 2 outstretched arms,,General Reference,Top 3500+,Corpus/General Extension,7219.0,95.0,0.05004417952846857,99.99436223344671,,1654.0,False,True,True,"7000, corpus"
郄,qiè,qie,Q,surname Qie,,General Reference,Top 3500+,Corpus/General Extension,7220.0,95.0,0.05004417952846857,99.99436723786467,,5995.0,False,True,True,"7000, corpus"
郤,xì,xi,X,surname Xi,批郤导窾 (pī xì dǎo kuǎn),General Reference,Top 3500+,Corpus/General Extension,7221.0,95.0,0.05004417952846857,99.99437224228262,,6012.0,False,True,True,"7000, corpus"
硎,xíng,xing,X,whetstone,,Numbers & Measures,Top 3500+,Corpus/General Extension,7222.0,95.0,0.05004417952846857,99.99437724670058,,3957.0,False,True,True,"7000, corpus"
髹,xiū,xiu,X,red lacquer; to lacquer,,Actions,Top 3500+,Corpus/General Extension,7223.0,95.0,0.05004417952846857,99.99438225111854,,6733.0,False,True,True,"7000, corpus"
鈺,yù,yu,Y,,,General Reference,Top 3500+,Corpus/General Extension,7224.0,95.0,0.05004417952846857,99.9943872555365,,,False,False,True,corpus
廌,zhì,zhi,Z,unicorn,,General Reference,Top 3500+,Corpus/General Extension,7225.0,95.0,0.05004417952846857,99.99439225995445,,,False,False,True,corpus
淨,jìng,jing,J,,,General Reference,Top 3500+,Corpus/General Extension,7226.0,94.0,0.04951739869132679,99.99439721169432,,,False,False,True,corpus
袓,jù,ju,J,,,General Reference,Top 3500+,Corpus/General Extension,7227.0,94.0,0.04951739869132679,99.99440216343419,,,False,False,True,corpus
蓮,lián,lian,L,,,General Reference,Top 3500+,Corpus/General Extension,7228.0,94.0,0.04951739869132679,99.99440711517406,,,False,False,True,corpus
熳,màn,man,M,used in 爛熳|烂熳[lan4 man4],,General Reference,Top 3500+,Corpus/General Extension,7229.0,94.0,0.04951739869132679,99.99441206691392,,,False,False,True,corpus
毪,mú,mu,M,a type of woolen fabric made in Tibet,毪子 (mú zi),General Reference,Top 3500+,Corpus/General Extension,7230.0,94.0,0.04951739869132679,99.99441701865379,,2829.0,False,True,True,"7000, corpus"
寧,níng,ning,N,,,General Reference,Top 3500+,Corpus/General Extension,7231.0,94.0,0.04951739869132679,99.99442197039366,,,False,False,True,corpus
庀,pǐ,pi,P,to prepare,,Actions,Top 3500+,Corpus/General Extension,7232.0,94.0,0.04951739869132679,99.99442692213353,,1624.0,False,True,True,"7000, corpus"
燄,yàn,yan,Y,,,General Reference,Top 3500+,Corpus/General Extension,7233.0,94.0,0.04951739869132679,99.9944318738734,,,False,False,True,corpus
暲,zhāng,zhang,Z,bright; to rise (of sun),,Actions,Top 3500+,Corpus/General Extension,7234.0,94.0,0.04951739869132679,99.99443682561326,,,False,False,True,corpus
冑,zhòu,zhou,Z,,,General Reference,Top 3500+,Corpus/General Extension,7235.0,94.0,0.04951739869132679,99.99444177735313,,,False,False,True,corpus
淿,bó,bo,B,,,General Reference,Top 3500+,Corpus/General Extension,7236.0,93.0,0.04899061785418502,99.99444667641491,,,False,False,True,corpus
氘,dāo,dao,D,"deuterium 2H; heavy hydrogen, isotope of hydrogen having 1 neutron in its nucleus, so atomic weight 2",氘核 (dāo hé),General Reference,Top 3500+,Corpus/General Extension,7237.0,93.0,0.04899061785418502,99.99445157547669,,2847.0,False,True,True,"7000, corpus"
赙,fù,fu,F,to contribute to funeral expenses,赙仪 (fù yí),Actions,Top 3500+,Corpus/General Extension,7238.0,93.0,0.04899061785418502,99.99445647453847,,5666.0,False,True,True,"7000, corpus"
洎,jì,ji,J,to reach; when,,Actions,Top 3500+,Corpus/General Extension,7239.0,93.0,0.04899061785418502,99.99446137360025,,2979.0,False,True,True,"7000, corpus"
湓,pén,pen,P,flowing of water; name of a river,,General Reference,Top 3500+,Corpus/General Extension,7240.0,93.0,0.04899061785418502,99.99446627266202,,,False,False,True,corpus
悽,qī,qi,Q,,,General Reference,Top 3500+,Corpus/General Extension,7241.0,93.0,0.04899061785418502,99.9944711717238,,,False,False,True,corpus
顒,yóng,yong,Y,,,General Reference,Top 3500+,Corpus/General Extension,7242.0,93.0,0.04899061785418502,99.99447607078558,,,False,False,True,corpus
卣,yǒu,you,Y,wine container,,General Reference,Top 3500+,Corpus/General Extension,7243.0,93.0,0.04899061785418502,99.99448096984736,,576.0,False,True,True,"7000, corpus"
載,zài,zai,Z,,,General Reference,Top 3500+,Corpus/General Extension,7244.0,93.0,0.04899061785418502,99.99448586890914,,,False,False,True,corpus
茈,cí,ci,C,used in 鳧茈|凫茈[fu2 ci2],,General Reference,Top 3500+,Corpus/General Extension,7245.0,92.0,0.048463837017043244,99.99449071529284,,4883.0,False,True,True,"7000, corpus"
浍,huì,hui,H,drain; stream,,General Reference,Top 3500+,Corpus/General Extension,7246.0,92.0,0.048463837017043244,99.99449556167654,,3014.0,False,True,True,"7000, corpus"
栳,lǎo,lao,L,basket,栲栳 (kǎo lǎo),General Reference,Top 3500+,Corpus/General Extension,7247.0,92.0,0.048463837017043244,99.99450040806025,,2585.0,False,True,True,"7000, corpus"
煉,liàn,lian,L,,,General Reference,Top 3500+,Corpus/General Extension,7248.0,92.0,0.048463837017043244,99.99450525444395,,,False,False,True,corpus
辌,liáng,liang,L,see 轀輬|辒辌[wen1 liang2],辒辌 (wēn liáng),Actions,Top 3500+,Corpus/General Extension,7249.0,92.0,0.048463837017043244,99.99451010082765,,5841.0,False,True,True,"7000, corpus"
忞,mín,min,M,to encourage oneself,柯劭忞 (kē shào mín),Actions,Top 3500+,Corpus/General Extension,7250.0,92.0,0.048463837017043244,99.99451494721136,,,False,False,True,corpus
糵,niè,nie,N,(literary) yeast used for brewing wine,,General Reference,Top 3500+,Corpus/General Extension,7251.0,92.0,0.048463837017043244,99.99451979359506,,4319.0,False,True,True,"7000, corpus"
牽,qiān,qian,Q,,,General Reference,Top 3500+,Corpus/General Extension,7252.0,92.0,0.048463837017043244,99.99452463997876,,,False,False,True,corpus
紝,rèn,ren,R,,,General Reference,Top 3500+,Corpus/General Extension,7253.0,92.0,0.048463837017043244,99.99452948636247,,,False,False,True,corpus
歎,tàn,tan,T,,,General Reference,Top 3500+,Corpus/General Extension,7254.0,92.0,0.048463837017043244,99.99453433274617,,,False,False,True,corpus
襲,xí,xi,X,,,General Reference,Top 3500+,Corpus/General Extension,7255.0,92.0,0.048463837017043244,99.99453917912987,,,False,False,True,corpus
鮨,yì,yi,Y,sushi; grouper (Portuguese: garoupa); Epinephelus septemfasciatus,鮨科 (yì kē),General Reference,Top 3500+,Corpus/General Extension,7256.0,92.0,0.048463837017043244,99.99454402551358,,,False,False,True,corpus
絺,chī,chi,C,,,General Reference,Top 3500+,Corpus/General Extension,7257.0,91.0,0.047937056179901474,99.99454881921919,,,False,False,True,corpus
豐,fēng,feng,F,,,General Reference,Top 3500+,Corpus/General Extension,7258.0,91.0,0.047937056179901474,99.9945536129248,,,False,False,True,corpus
笱,gǒu,gou,G,basket for trapping fish,,General Reference,Top 3500+,Corpus/General Extension,7259.0,91.0,0.047937056179901474,99.99455840663042,,4187.0,False,True,True,"7000, corpus"
旡,jì,ji,J,choke on something eaten,,Actions,Top 3500+,Corpus/General Extension,7260.0,91.0,0.047937056179901474,99.99456320033603,,,False,False,True,corpus
骒,kè,ke,K,"(bound form) (of a horse, mule, camel etc) female",骒马 (kè mǎ); 骒驼 (kè tuó); 骒骡 (kè luó),General Reference,Top 3500+,Corpus/General Extension,7261.0,91.0,0.047937056179901474,99.99456799404165,,6693.0,False,True,True,"7000, corpus"
阌,wén,wen,W,"wen xiang, Henan province",,General Reference,Top 3500+,Corpus/General Extension,7262.0,91.0,0.047937056179901474,99.99457278774726,,6370.0,False,True,True,"7000, corpus"
姁,xǔ,xu,X,chatter like old woman; cheerful,,General Reference,Top 3500+,Corpus/General Extension,7263.0,91.0,0.047937056179901474,99.99457758145287,,,False,False,True,corpus
顔,yán,yan,Y,,,General Reference,Top 3500+,Corpus/General Extension,7264.0,91.0,0.047937056179901474,99.99458237515849,,,False,False,True,corpus
擇,zé,ze,Z,,,General Reference,Top 3500+,Corpus/General Extension,7265.0,91.0,0.047937056179901474,99.9945871688641,,,False,False,True,corpus
搌,zhǎn,zhan,Z,to sop up; to dab,,Actions,Top 3500+,Corpus/General Extension,7266.0,91.0,0.047937056179901474,99.99459196256971,,2205.0,False,True,True,"7000, corpus"
摽,biāo,biao,B,(literary) to wave away; to discard,,Actions,Top 3500+,Corpus/General Extension,7267.0,90.0,0.0474102753427597,99.99459670359725,,2240.0,False,True,True,"7000, corpus"
纏,chán,chan,C,,,General Reference,Top 3500+,Corpus/General Extension,7268.0,90.0,0.0474102753427597,99.99460144462479,,,False,False,True,corpus
埵,duǒ,duo,D,solid earth,金刚萨埵 (jīn gāng sà duǒ),General Reference,Top 3500+,Corpus/General Extension,7269.0,90.0,0.0474102753427597,99.99460618565233,,,False,False,True,corpus
跽,jì,ji,J,kneel,,General Reference,Top 3500+,Corpus/General Extension,7270.0,90.0,0.0474102753427597,99.99461092667987,,5737.0,False,True,True,"7000, corpus"
籐,téng,teng,T,,,General Reference,Top 3500+,Corpus/General Extension,7271.0,90.0,0.0474102753427597,99.99461566770741,,,False,False,True,corpus
廳,tīng,ting,T,,,General Reference,Top 3500+,Corpus/General Extension,7272.0,90.0,0.0474102753427597,99.99462040873495,,,False,False,True,corpus
猶,yóu,you,Y,,,General Reference,Top 3500+,Corpus/General Extension,7273.0,90.0,0.0474102753427597,99.99462514976248,,,False,False,True,corpus
災,zāi,zai,Z,,,General Reference,Top 3500+,Corpus/General Extension,7274.0,90.0,0.0474102753427597,99.99462989079002,,,False,False,True,corpus
揸,zhā,zha,Z,to stretch fingers out,,Actions,Top 3500+,Corpus/General Extension,7275.0,90.0,0.0474102753427597,99.99463463181756,,2196.0,False,True,True,"7000, corpus"
織,zhī,zhi,Z,,,General Reference,Top 3500+,Corpus/General Extension,7276.0,90.0,0.0474102753427597,99.9946393728451,,,False,False,True,corpus
犇,bēn,ben,B,surname Ben,,General Reference,Top 3500+,Corpus/General Extension,7277.0,89.0,0.04688349450561792,99.99464406119455,,,False,False,True,corpus
撐,chēng,cheng,C,,,General Reference,Top 3500+,Corpus/General Extension,7278.0,89.0,0.04688349450561792,99.994648749544,,,False,False,True,corpus
婦,fù,fu,F,,,General Reference,Top 3500+,Corpus/General Extension,7279.0,89.0,0.04688349450561792,99.99465343789345,,,False,False,True,corpus
劼,jié,jie,J,careful; diligent; firm,李劼人 (lǐ jié rén),General Reference,Top 3500+,Corpus/General Extension,7280.0,89.0,0.04688349450561792,99.9946581262429,,,False,False,True,corpus
堺,jiè,jie,J,,,General Reference,Top 3500+,Corpus/General Extension,7281.0,89.0,0.04688349450561792,99.99466281459235,,,False,False,True,corpus
菉,lù,lu,L,Arthraxon ciliare; green; rhodacene,,General Reference,Top 3500+,Corpus/General Extension,7282.0,89.0,0.04688349450561792,99.9946675029418,,,False,False,True,corpus
渫,xiè,xie,X,surname Xie,浚渫 (jùn xiè),General Reference,Top 3500+,Corpus/General Extension,7283.0,89.0,0.04688349450561792,99.99467219129124,,3115.0,False,True,True,"7000, corpus"
弇,yǎn,yan,Y,to cover; trap,,Actions,Top 3500+,Corpus/General Extension,7284.0,89.0,0.04688349450561792,99.99467687964069,,1676.0,False,True,True,"7000, corpus"
證,zhèng,zheng,Z,,,General Reference,Top 3500+,Corpus/General Extension,7285.0,89.0,0.04688349450561792,99.99468156799014,,,False,False,True,corpus
墜,zhuì,zhui,Z,,,General Reference,Top 3500+,Corpus/General Extension,7286.0,89.0,0.04688349450561792,99.99468625633959,,,False,False,True,corpus
僰,bó,bo,B,name of an ethnic group,,General Reference,Top 3500+,Corpus/General Extension,7287.0,88.0,0.04635671366847614,99.99469089201096,,329.0,False,True,True,"7000, corpus"
檒,fēng,feng,F,,,General Reference,Top 3500+,Corpus/General Extension,7288.0,88.0,0.04635671366847614,99.99469552768234,,,False,False,True,corpus
槅,gé,ge,G,,,General Reference,Top 3500+,Corpus/General Extension,7289.0,88.0,0.04635671366847614,99.99470016335371,,,False,False,True,corpus
蘫,hàn,han,H,,,General Reference,Top 3500+,Corpus/General Extension,7290.0,88.0,0.04635671366847614,99.99470479902509,,,False,False,True,corpus
鬍,hú,hu,H,,,General Reference,Top 3500+,Corpus/General Extension,7291.0,88.0,0.04635671366847614,99.99470943469646,,,False,False,True,corpus
佉,qū,qu,Q,surname Qu,豆佉 (dòu qū); 佉卢文 (qū lú wén),General Reference,Top 3500+,Corpus/General Extension,7292.0,88.0,0.04635671366847614,99.99471407036783,,,False,False,True,corpus
婼,chuò,chuo,C,recalcitrant,,General Reference,Top 3500+,Corpus/General Extension,7293.0,88.0,0.04635671366847614,99.99471870603921,,,False,False,True,corpus
邾,zhū,zhu,Z,surname Zhu,,General Reference,Top 3500+,Corpus/General Extension,7294.0,88.0,0.04635671366847614,99.99472334171058,,5993.0,False,True,True,"7000, corpus"
膽,dǎn,dan,D,,,General Reference,Top 3500+,Corpus/General Extension,7295.0,87.0,0.04582993283133437,99.99472792470387,,,False,False,True,corpus
擐,huàn,huan,H,pass through; to get into (armor),,Actions,Top 3500+,Corpus/General Extension,7296.0,87.0,0.04582993283133437,99.99473250769715,,2267.0,False,True,True,"7000, corpus"
噍,jiào,jiao,J,to chew,倒噍 (dào jiào); 噍类 (jiào lèi),Actions,Top 3500+,Corpus/General Extension,7297.0,87.0,0.04582993283133437,99.99473709069044,,937.0,False,True,True,"7000, corpus"
庫,kù,ku,K,,,General Reference,Top 3500+,Corpus/General Extension,7298.0,87.0,0.04582993283133437,99.99474167368372,,,False,False,True,corpus
氇,lu,lu,L,used in 氆氌|氆氇[pu3 lu5],氆氇 (pǔ lu),General Reference,Top 3500+,Corpus/General Extension,7299.0,87.0,0.04582993283133437,99.994746256677,,2838.0,False,True,True,"7000, corpus"
慮,lǜ,lv,L,,,General Reference,Top 3500+,Corpus/General Extension,7300.0,87.0,0.04582993283133437,99.99475083967029,,,False,False,True,corpus
汧,qiān,qian,Q,name of a river flowing through Gansu to Shaanxi Province,,Actions,Top 3500+,Corpus/General Extension,7301.0,87.0,0.04582993283133437,99.99475542266357,,,False,False,True,corpus
蹻,juē,jue,J,,,General Reference,Top 3500+,Corpus/General Extension,7302.0,87.0,0.04582993283133437,99.99476000565686,,,False,False,True,corpus
紗,shā,sha,S,,,General Reference,Top 3500+,Corpus/General Extension,7303.0,87.0,0.04582993283133437,99.99476458865014,,,False,False,True,corpus
縮,suō,suo,S,,,General Reference,Top 3500+,Corpus/General Extension,7304.0,87.0,0.04582993283133437,99.99476917164343,,,False,False,True,corpus
觋,xí,xi,X,wizard,巫觋 (wū xí),General Reference,Top 3500+,Corpus/General Extension,7305.0,87.0,0.04582993283133437,99.99477375463671,,5416.0,False,True,True,"7000, corpus"
堙,yīn,yin,Y,bury; mound; to dam; close,,Actions,Top 3500+,Corpus/General Extension,7306.0,87.0,0.04582993283133437,99.99477833763,,1099.0,False,True,True,"7000, corpus"
撙,zǔn,zun,Z,to reduce or cut down on; to rein in; to restrain,,Actions,Top 3500+,Corpus/General Extension,7307.0,87.0,0.04582993283133437,99.99478292062328,,2249.0,False,True,True,"7000, corpus"
測,cè,ce,C,,,General Reference,Top 3500+,Corpus/General Extension,7308.0,86.0,0.045303151994192596,99.99478745093847,,,False,False,True,corpus
緋,fēi,fei,F,,,General Reference,Top 3500+,Corpus/General Extension,7309.0,86.0,0.045303151994192596,99.99479198125367,,,False,False,True,corpus
複,fù,fu,F,,,General Reference,Top 3500+,Corpus/General Extension,7310.0,86.0,0.045303151994192596,99.99479651156886,,,False,False,True,corpus
挢,jiǎo,jiao,J,to raise; to lift; to pretend; counterfeit; unyielding; to correct,,Actions,Top 3500+,Corpus/General Extension,7311.0,86.0,0.045303151994192596,99.99480104188406,,2106.0,False,True,True,"7000, corpus"
寬,kuān,kuan,K,,,General Reference,Top 3500+,Corpus/General Extension,7312.0,86.0,0.045303151994192596,99.99480557219925,,,False,False,True,corpus
鴷,liè,lie,L,,,General Reference,Top 3500+,Corpus/General Extension,7313.0,86.0,0.045303151994192596,99.99481010251445,,,False,False,True,corpus
謎,mí,mi,M,,,General Reference,Top 3500+,Corpus/General Extension,7314.0,86.0,0.045303151994192596,99.99481463282964,,,False,False,True,corpus
颥,rú,ru,R,"see 顳顬|颞颥, temple (the sides of human head)",颞颥 (niè rú),Actions,Top 3500+,Corpus/General Extension,7315.0,86.0,0.045303151994192596,99.99481916314484,,6585.0,False,True,True,"7000, corpus"
赸,shàn,shan,S,to jump; to leave,,Actions,Top 3500+,Corpus/General Extension,7316.0,86.0,0.045303151994192596,99.99482369346003,,,False,False,True,corpus
鲦,tiáo,tiao,T,"Korean sharpbelly (fish, Hemiculter leucisculus); chub",,General Reference,Top 3500+,Corpus/General Extension,7317.0,86.0,0.045303151994192596,99.99482822377523,,6793.0,False,True,True,"7000, corpus"
燚,yì,yi,Y,to blaze; (used in given names),火炎焱燚 (huǒ yán yàn yì),Actions,Top 3500+,Corpus/General Extension,7318.0,86.0,0.045303151994192596,99.99483275409042,,,False,False,True,corpus
